customer_id,age_range,marital_status,rented,family_size,no_of_children,income_bracket
1,70+,Married,0,2,,4
6,46-55,Married,0,2,,5
7,26-35,,0,3,1,3
8,26-35,,0,4,2,6
10,46-55,Single,0,1,,5
11,70+,Single,0,2,,1
12,46-55,Married,0,2,,7
13,36-45,Single,0,1,,2
14,26-35,Married,1,2,,6
15,46-55,Married,0,2,,6
17,36-45,,0,1,,5
19,46-55,,0,1,,3
22,36-45,Single,0,2,,4
27,36-45,Married,0,2,,8
28,46-55,,0,2,,1
30,70+,,0,1,,5
31,36-45,Single,0,5+,3+,2
33,46-55,Married,0,5+,3+,9
35,18-25,,0,2,,4
36,36-45,Married,0,2,,4
38,46-55,Single,0,2,,5
39,70+,Married,0,2,,4
40,56-70,Married,0,4,2,7
41,46-55,Single,0,2,,4
42,26-35,Married,0,4,2,9
45,46-55,Married,0,5+,3+,1
48,36-45,Married,0,2,,3
51,70+,Married,0,2,,2
52,36-45,Married,0,5+,3+,7
53,56-70,,0,1,,3
55,46-55,,0,2,,5
58,26-35,,0,1,,4
59,70+,Single,0,1,,4
66,46-55,,0,1,,6
67,36-45,,0,2,1,4
69,46-55,Married,0,4,2,1
71,36-45,Married,0,5+,3+,4
72,26-35,Single,0,3,2,1
74,26-35,Married,0,2,,2
75,26-35,,0,1,,4
78,36-45,Married,0,4,2,8
79,26-35,,0,2,,4
82,70+,Single,0,2,,4
83,46-55,Single,0,1,,4
84,46-55,,0,1,,8
85,46-55,,0,3,1,3
87,46-55,Single,0,2,,4
89,46-55,,0,1,,3
90,46-55,,0,2,,5
92,46-55,Married,0,2,,1
93,56-70,Married,0,2,,3
94,46-55,,0,1,,5
97,36-45,Single,0,1,,6
103,46-55,,0,2,,4
105,36-45,Single,0,3,1,5
107,18-25,,0,2,,2
108,46-55,,0,1,,5
110,18-25,Married,0,3,1,6
112,46-55,,0,2,,4
113,56-70,Married,0,2,,4
114,26-35,Married,0,3,1,5
119,46-55,,0,1,,3
123,46-55,Married,0,2,,4
124,46-55,Married,0,2,,6
128,36-45,Married,0,3,1,1
131,46-55,,0,2,,5
132,46-55,,0,3,1,3
134,70+,Married,0,2,,4
135,36-45,,0,1,,1
136,56-70,Single,0,2,,1
138,36-45,,0,1,,5
140,46-55,Married,0,2,,2
141,56-70,Married,0,2,,9
142,46-55,Married,0,2,,4
143,70+,,0,1,,2
144,36-45,Married,0,2,,4
149,26-35,,0,1,,3
150,36-45,,0,2,,4
151,36-45,Married,0,5+,3+,12
153,46-55,,1,1,,5
154,46-55,Married,0,5+,3+,6
155,70+,,0,2,,5
158,36-45,Married,0,4,2,8
159,36-45,Married,1,3,1,1
161,46-55,,0,1,,1
162,26-35,,0,2,,5
163,26-35,,0,3,2,3
167,46-55,,0,2,,4
168,46-55,,0,2,,6
174,36-45,,0,1,,4
178,36-45,Single,0,1,,5
179,46-55,,0,1,,4
180,26-35,Married,0,2,,5
185,46-55,Single,0,1,,7
186,26-35,,0,2,,4
189,26-35,Married,0,4,2,5
191,56-70,Married,0,2,,1
192,36-45,Married,0,4,2,4
193,46-55,,0,3,1,4
195,26-35,,0,2,,5
197,18-25,,0,4,2,4
201,46-55,,0,3,1,6
202,46-55,Married,0,2,,6
204,46-55,,0,4,3+,4
205,46-55,Married,0,2,,7
207,46-55,,0,1,,5
209,26-35,,0,1,,6
212,36-45,Married,0,5+,3+,8
214,46-55,Married,0,2,,1
223,70+,Married,0,2,,5
225,46-55,Married,0,4,2,5
226,46-55,,0,1,,5
227,46-55,Married,0,2,,9
228,26-35,Married,0,5+,3+,4
230,36-45,,0,2,,5
231,46-55,,0,1,,5
232,70+,,0,1,,5
235,56-70,Married,0,2,,5
238,70+,,0,2,,5
239,36-45,Married,0,3,1,6
242,46-55,Married,0,2,,5
243,56-70,Married,0,2,,5
245,26-35,Single,0,2,1,4
246,46-55,,0,1,,5
248,36-45,Single,0,1,,3
249,26-35,Single,0,1,,5
250,36-45,,0,1,,9
251,46-55,Single,1,1,,3
252,70+,Single,0,1,,3
253,36-45,Married,0,3,1,12
259,36-45,Married,0,3,1,9
262,26-35,Married,0,2,,3
265,18-25,Single,0,2,,3
266,56-70,Married,0,5+,3+,4
267,36-45,,0,2,,1
268,70+,Married,0,2,,2
269,46-55,,0,1,,7
271,36-45,,0,3,1,4
276,46-55,,0,2,,5
277,18-25,,0,2,,5
279,18-25,,0,1,,3
281,36-45,Married,0,3,1,2
283,26-35,Married,0,5+,3+,5
284,36-45,Married,0,2,,5
286,46-55,Single,0,1,,5
287,26-35,,0,2,1,2
288,46-55,Married,0,2,,3
292,26-35,Single,1,2,,1
293,56-70,,0,1,,4
294,18-25,Single,0,2,,5
295,56-70,Married,0,2,,4
297,70+,Single,0,1,,3
298,70+,,0,1,,7
300,70+,Married,0,2,,5
303,46-55,,0,1,,6
306,46-55,,0,1,,5
313,46-55,,0,1,,4
314,26-35,,0,2,,2
315,36-45,,0,1,,3
316,56-70,,0,1,,9
317,36-45,Married,0,5+,3+,6
318,46-55,Married,0,2,,6
319,46-55,,0,2,,5
320,56-70,,0,1,,5
327,36-45,Married,0,3,1,12
329,46-55,,0,2,,6
333,46-55,Married,0,2,,6
336,70+,Single,0,1,,4
338,46-55,,0,1,,5
339,46-55,,0,1,,5
343,46-55,,0,1,,4
347,26-35,Single,0,1,,5
348,26-35,,0,1,,4
349,36-45,Married,0,3,1,4
352,46-55,,0,2,,5
353,36-45,Single,0,2,,6
355,46-55,,0,2,,6
357,18-25,,0,2,,4
361,18-25,,0,1,,3
363,36-45,Married,0,3,1,12
367,36-45,Married,0,3,1,6
368,36-45,,0,1,,5
369,56-70,Married,0,2,,4
371,26-35,,0,1,,5
374,46-55,Married,0,3,1,8
375,36-45,Single,0,1,,2
377,18-25,Married,1,3,1,4
378,36-45,Married,0,5+,3+,5
381,26-35,,0,3,1,4
382,46-55,Married,0,3,1,2
383,18-25,,0,2,1,1
384,36-45,Single,0,1,,3
386,36-45,Married,0,4,2,7
389,26-35,Married,0,4,2,6
390,46-55,,0,1,,4
391,46-55,,0,1,,8
392,26-35,Single,1,5+,3+,3
393,46-55,,0,1,,5
395,36-45,Married,0,4,2,2
397,46-55,,0,1,,4
398,36-45,,0,1,,2
399,46-55,Married,0,3,1,4
400,46-55,,0,1,,5
401,36-45,Married,0,3,1,4
402,70+,Married,0,3,1,7
414,70+,Married,0,2,,6
416,36-45,Married,1,4,2,5
421,56-70,Married,0,2,,5
422,46-55,,0,1,,5
427,56-70,Married,0,3,1,4
428,36-45,,0,1,,4
429,36-45,,0,2,,3
431,36-45,,0,2,,5
434,46-55,,0,1,,5
436,70+,Married,0,2,,8
438,36-45,Married,0,2,,1
440,36-45,Married,0,3,1,8
441,70+,Single,0,1,,2
443,70+,,0,1,,4
444,46-55,,0,2,,2
446,36-45,Single,0,3,2,4
447,36-45,,0,2,,5
450,46-55,Married,0,2,,5
455,46-55,Single,0,2,,5
456,26-35,Married,0,5+,3+,7
457,36-45,Married,0,4,2,7
460,70+,Married,0,2,,5
461,56-70,,0,3,1,2
462,56-70,Married,0,2,,2
463,46-55,Married,0,5+,3+,6
464,46-55,Married,0,5+,3+,3
466,36-45,Married,0,2,,5
467,46-55,,0,1,,3
473,46-55,,0,2,,4
474,56-70,Married,0,4,2,6
475,46-55,Married,0,2,,6
479,46-55,Married,0,2,,10
480,70+,,0,3,1,5
481,36-45,Married,1,4,2,2
486,46-55,Single,0,3,1,1
488,36-45,Married,1,2,,6
490,36-45,,0,1,,5
494,26-35,Married,0,5+,3+,8
495,36-45,Married,1,2,,8
497,36-45,Married,0,5+,3+,5
498,46-55,Married,0,2,,9
499,36-45,Married,1,2,,5
501,46-55,,0,1,,5
504,70+,,0,3,1,8
506,46-55,Married,0,2,,7
507,70+,Married,0,2,,6
508,18-25,,0,2,,6
509,26-35,Single,0,1,,3
510,26-35,,0,2,1,1
511,46-55,,0,1,,5
514,26-35,,0,2,,6
515,26-35,Married,0,2,,4
516,70+,,0,2,,4
517,26-35,,0,2,,6
520,36-45,Married,0,2,,6
522,46-55,,0,3,1,6
524,26-35,,0,1,,5
525,36-45,Married,0,3,1,9
527,36-45,Married,0,3,1,5
528,46-55,Married,0,2,,10
530,46-55,Single,0,3,2,5
533,36-45,Married,0,5+,3+,6
536,46-55,Married,0,2,,11
537,18-25,Single,0,1,,5
540,26-35,,0,4,2,4
541,26-35,Single,0,1,,10
544,56-70,Single,0,1,,4
545,70+,Married,0,3,1,4
546,26-35,,0,1,,5
549,46-55,,0,1,,2
550,36-45,,0,1,,2
551,46-55,,0,1,,6
552,70+,Married,0,2,,4
553,36-45,Married,0,3,1,11
557,26-35,,0,3,2,4
558,36-45,Single,0,2,,5
560,46-55,,0,2,,5
561,36-45,Married,0,2,,4
564,36-45,Married,0,2,,7
565,26-35,,0,3,1,9
566,26-35,Married,0,4,2,5
569,46-55,,0,1,,9
571,56-70,Married,0,2,,8
572,36-45,Married,0,2,,4
574,36-45,,0,1,,4
575,56-70,Married,0,2,,1
577,46-55,Married,0,3,1,7
579,26-35,Married,0,2,,8
581,46-55,,0,1,,2
585,46-55,Married,0,5+,3+,4
586,46-55,,0,1,,4
590,36-45,,0,2,,1
593,46-55,Single,1,2,1,3
595,18-25,,0,2,,2
596,46-55,,0,1,,1
600,46-55,,0,2,,6
602,18-25,Married,0,2,,11
606,18-25,,0,1,,1
607,70+,Single,0,1,,4
608,26-35,,0,2,,5
612,18-25,,0,1,,1
613,46-55,,0,2,,5
615,36-45,Married,0,5+,3+,8
619,36-45,Single,1,2,1,4
620,26-35,Married,0,3,1,4
622,36-45,Married,0,4,2,5
624,26-35,Married,0,5+,3+,11
626,36-45,Single,0,2,1,4
627,46-55,,0,4,2,4
628,46-55,Married,0,3,1,4
630,26-35,,0,1,,4
634,56-70,Married,0,5+,3+,5
636,56-70,Married,0,2,,3
637,46-55,,0,1,,6
641,46-55,,0,1,,5
642,36-45,,0,1,,3
643,26-35,,0,1,,2
648,36-45,Married,0,5+,3+,4
649,46-55,Married,0,4,2,2
650,46-55,,0,1,,5
653,46-55,Married,0,5+,3+,4
655,46-55,Married,0,2,,3
656,36-45,Married,0,5+,3+,5
657,26-35,Married,0,4,2,1
660,36-45,Married,0,2,,6
663,56-70,,0,1,,1
665,26-35,Single,0,1,,7
666,26-35,,0,1,,4
667,26-35,,0,2,,6
668,26-35,Married,0,2,,1
674,56-70,Married,0,2,,7
677,36-45,,0,1,,5
679,36-45,Single,1,2,,4
681,70+,,0,2,,2
684,36-45,,0,2,,3
686,26-35,,0,2,,4
687,36-45,,0,2,,5
691,46-55,Married,0,4,2,4
693,26-35,Single,0,2,,4
695,56-70,Married,0,2,,6
696,46-55,,0,1,,4
698,26-35,,0,3,1,4
703,46-55,Married,0,2,,6
704,46-55,Married,0,5+,3+,6
708,36-45,Married,0,3,1,5
712,46-55,Married,0,3,1,5
716,36-45,Single,1,4,2,1
719,56-70,Married,0,2,,2
724,26-35,,0,3,1,6
725,56-70,,1,3,1,3
726,46-55,Single,0,3,1,5
731,70+,Single,0,1,,4
732,36-45,,0,2,,2
735,46-55,Married,0,2,,5
737,36-45,Single,0,4,3+,4
738,46-55,,0,1,,1
740,46-55,Married,0,2,,4
742,46-55,,0,2,,2
743,46-55,Married,0,2,,2
744,70+,,0,1,,4
745,36-45,,0,1,,1
746,26-35,,0,1,,2
748,46-55,Married,0,3,1,8
749,36-45,,0,4,2,5
750,18-25,Married,0,2,,2
751,26-35,Single,0,1,,5
752,26-35,,0,5+,3+,1
753,26-35,Married,0,2,,5
754,46-55,,0,1,,2
755,36-45,Married,0,2,,5
760,46-55,Married,0,5+,3+,5
762,46-55,,1,1,,4
763,26-35,,0,2,,4
766,36-45,Married,0,2,,9
774,46-55,Married,0,4,2,4
775,18-25,Married,0,3,1,2
776,46-55,,0,1,,2
779,26-35,Single,0,3,2,4
781,46-55,,0,1,,7
782,56-70,Married,0,2,,9
784,46-55,Single,0,2,,4
785,36-45,,0,3,1,5
789,46-55,,0,2,,1
792,36-45,Married,0,2,,4
793,46-55,,0,2,1,5
795,46-55,,0,2,1,5
796,46-55,,0,3,1,5
797,46-55,,0,1,,6
799,70+,,0,1,,5
800,46-55,Married,0,2,,3
801,26-35,Single,0,1,,2
802,46-55,,0,1,,2
806,46-55,,0,1,,2
808,70+,Married,0,2,,4
813,26-35,Single,1,3,2,3
817,56-70,Married,0,2,,4
821,70+,Married,0,2,,3
822,36-45,,0,1,,6
823,36-45,,1,4,2,2
824,46-55,Married,0,4,2,5
828,18-25,Single,1,2,1,1
829,46-55,,0,1,,1
833,56-70,,0,2,,4
835,70+,Married,0,2,,5
837,18-25,,0,2,,4
839,46-55,,0,1,,1
842,46-55,,0,4,2,8
844,46-55,,0,4,2,5
851,36-45,,0,2,,6
853,70+,Single,0,2,,2
855,56-70,Married,0,2,,3
856,26-35,,0,2,1,2
857,70+,Single,0,1,,7
859,36-45,,0,3,1,6
860,26-35,Single,0,1,,1
861,70+,,0,2,,3
864,56-70,,0,1,,5
865,26-35,,0,1,,7
867,46-55,,0,2,,5
871,36-45,Married,0,3,1,7
872,70+,Married,0,2,,7
874,46-55,Married,0,2,,5
876,36-45,Single,0,1,,9
877,46-55,Married,0,2,,5
878,70+,Married,0,2,,8
879,46-55,Single,1,1,,4
880,56-70,,0,1,,2
886,46-55,Married,0,3,1,5
888,26-35,Married,0,3,1,4
889,36-45,,0,1,,4
891,36-45,Married,0,2,,5
892,46-55,,0,1,,2
894,18-25,Single,0,3,1,5
896,56-70,,0,2,,4
897,46-55,Single,1,1,,4
898,36-45,Married,0,3,1,4
901,26-35,Married,0,3,1,2
902,46-55,,0,1,,1
904,36-45,,0,2,,9
905,36-45,Married,0,2,,1
909,46-55,Married,0,5+,3+,8
910,46-55,Married,0,3,1,3
911,46-55,Married,0,3,1,8
912,70+,Married,0,2,,6
917,36-45,,0,2,,3
918,26-35,Married,1,2,,5
921,36-45,Married,0,4,2,5
922,70+,Married,0,2,,6
923,46-55,,0,1,,4
925,36-45,,0,1,,5
926,26-35,Single,0,1,,5
928,46-55,,0,1,,2
929,18-25,,0,1,,4
930,18-25,,0,1,,1
931,18-25,Married,0,2,,4
932,36-45,,0,1,,5
933,26-35,Married,0,2,,5
936,70+,,0,2,,4
937,70+,Married,0,2,,2
939,70+,Single,0,1,,3
941,56-70,Married,0,2,,2
944,46-55,,0,1,,3
947,46-55,Married,0,2,,5
952,46-55,Married,0,4,2,5
955,46-55,Married,0,2,,4
957,26-35,Married,0,2,,5
958,36-45,Single,0,1,,8
959,46-55,,0,1,,5
962,26-35,Married,1,3,1,6
964,46-55,,0,1,,5
965,18-25,Married,1,3,1,4
966,46-55,,0,4,2,2
967,36-45,,0,1,,5
970,46-55,Married,0,2,,4
974,46-55,,0,1,,2
977,46-55,Married,0,2,,4
978,26-35,Married,1,4,2,7
980,46-55,Married,0,3,1,6
981,36-45,,0,2,,6
982,46-55,,1,1,,2
983,56-70,Single,0,1,,4
985,36-45,Married,0,2,,6
988,46-55,,0,2,,2
990,18-25,Single,0,2,,5
994,46-55,Single,0,1,,9
997,36-45,,0,1,,5
999,26-35,,0,1,,3
1003,46-55,,0,1,,5
1008,36-45,,0,2,,4
1011,46-55,Married,0,5+,3+,8
1015,36-45,Married,0,2,,6
1021,26-35,,0,1,,4
1023,18-25,Single,1,4,3+,1
1025,46-55,Married,0,2,,5
1026,26-35,Married,0,5+,3+,4
1031,36-45,,0,1,,2
1033,36-45,Single,0,1,,1
1036,36-45,,0,2,,9
1045,36-45,,0,2,,6
1046,46-55,Married,0,2,,6
1047,46-55,,0,1,,6
1051,46-55,,0,2,,2
1053,46-55,,0,1,,5
1054,36-45,,0,1,,5
1055,26-35,Married,0,3,1,4
1056,36-45,,0,1,,2
1057,36-45,,0,1,,3
1058,46-55,Married,0,3,1,5
1061,36-45,Single,0,1,,3
1062,46-55,,0,1,,3
1063,26-35,Married,0,3,1,4
1064,36-45,Married,0,2,,9
1067,46-55,,0,1,,5
1068,46-55,,0,2,,2
1070,56-70,,0,1,,6
1076,18-25,,0,1,,12
1079,46-55,Married,0,2,,1
1082,56-70,Single,0,1,,4
1083,26-35,Married,1,4,2,2
1085,46-55,,0,1,,4
1089,36-45,,0,5+,3+,4
1091,46-55,Married,0,5+,3+,8
1093,46-55,Married,0,4,2,6
1094,46-55,,0,1,,4
1103,26-35,Married,0,2,,4
1104,70+,Married,0,2,,6
1108,26-35,Married,0,5+,3+,4
1109,36-45,Married,0,2,,6
1111,46-55,Single,0,2,,7
1115,46-55,,0,2,,3
1116,18-25,,0,1,,4
1117,70+,,0,1,,1
1119,36-45,Married,0,2,,10
1120,46-55,,0,2,,9
1121,18-25,Married,0,3,1,5
1122,70+,Married,0,2,,4
1128,46-55,,0,1,,5
1129,70+,,0,2,,9
1130,46-55,,0,2,,3
1131,18-25,Single,1,5+,3+,1
1133,46-55,Married,0,2,,9
1135,56-70,,0,2,,4
1136,46-55,Married,0,2,,6
1141,70+,Married,0,2,,6
1142,56-70,,0,1,,6
1144,26-35,,0,5+,3+,3
1145,46-55,,0,5+,3+,8
1151,46-55,Single,0,2,,4
1152,46-55,,0,3,1,10
1153,46-55,,0,1,,10
1154,46-55,Married,0,3,1,6
1156,70+,Married,0,2,,6
1161,26-35,Single,0,1,,9
1164,26-35,,0,4,2,2
1166,46-55,,0,5+,3+,8
1167,46-55,,0,1,,5
1168,18-25,Married,1,2,,4
1170,36-45,,0,1,,2
1172,70+,Married,0,2,,4
1178,36-45,Married,0,3,1,4
1179,36-45,Married,0,2,,7
1181,46-55,Married,0,2,,5
1182,26-35,Married,0,3,1,3
1184,46-55,,0,3,1,4
1187,26-35,Single,0,1,,5
1188,36-45,Married,0,2,,5
1190,56-70,Single,0,1,,6
1192,70+,,0,1,,2
1194,36-45,Married,0,5+,3+,4
1195,56-70,Married,0,2,,5
1196,36-45,Married,0,2,,4
1198,18-25,Single,1,1,,4
1201,18-25,,0,1,,1
1202,36-45,Single,0,3,1,6
1203,36-45,Single,0,1,,3
1205,46-55,,0,1,,5
1208,56-70,Married,0,2,,9
1210,46-55,Married,0,2,,5
1211,36-45,Married,0,2,,5
1216,26-35,,0,4,2,8
1217,26-35,,0,1,,6
1219,36-45,,0,1,,5
1220,46-55,,0,1,,1
1222,46-55,,0,1,,5
1224,26-35,,0,1,,4
1228,70+,,0,2,,3
1230,70+,,1,1,,1
1231,26-35,Married,0,3,1,5
1239,36-45,Single,1,1,,6
1240,26-35,Married,0,5+,3+,5
1242,46-55,,0,3,1,9
1243,56-70,Married,0,2,,5
1245,26-35,,0,1,,7
1246,26-35,,0,5+,3+,5
1249,70+,,0,1,,2
1250,36-45,Married,0,5+,3+,8
1252,26-35,Single,0,3,2,3
1254,26-35,,0,1,,5
1256,36-45,,0,1,,4
1257,46-55,,0,1,,5
1258,46-55,,0,1,,1
1259,46-55,Married,0,3,1,5
1262,46-55,,0,1,,6
1263,46-55,Married,1,2,,3
1264,18-25,,0,1,,3
1268,46-55,Married,0,2,,6
1269,46-55,,0,1,,5
1271,36-45,Married,0,5+,3+,7
1273,26-35,Single,0,2,,8
1276,36-45,Single,0,1,,6
1284,36-45,Single,1,2,,4
1290,36-45,Married,0,5+,3+,3
1292,46-55,Married,0,2,,2
1295,36-45,Married,0,2,,4
1296,26-35,Single,0,2,,8
1298,26-35,,0,2,,3
1299,56-70,Married,0,2,,6
1300,18-25,,0,1,,5
1303,56-70,Married,0,2,,5
1304,36-45,,0,1,,2
1305,46-55,,0,1,,5
1309,26-35,Married,0,3,1,7
1314,46-55,Married,0,3,1,1
1316,56-70,Married,0,2,,8
1317,36-45,Married,0,2,,4
1318,46-55,Married,0,2,,3
1319,46-55,Single,0,1,,7
1320,26-35,,0,1,,4
1321,36-45,Married,0,3,1,1
1322,46-55,Married,0,2,,5
1324,36-45,Married,0,5+,3+,2
1327,70+,Married,0,2,,4
1328,56-70,Married,0,2,,10
1329,36-45,Married,0,5+,3+,6
1332,36-45,Married,0,2,,8
1333,46-55,,0,2,,6
1334,46-55,Married,0,5+,3+,4
1336,36-45,Married,0,5+,3+,9
1337,36-45,Married,0,5+,3+,6
1339,56-70,Single,0,2,,4
1340,46-55,,0,2,,6
1341,26-35,Married,0,4,2,5
1343,26-35,,0,2,1,4
1344,26-35,Single,0,1,,5
1346,56-70,Married,0,2,,7
1347,36-45,,0,1,,4
1356,26-35,Married,0,3,1,6
1357,56-70,Married,0,4,2,4
1359,46-55,Married,0,2,,4
1360,46-55,Married,0,2,,5
1361,26-35,Single,0,1,,5
1364,46-55,,0,1,,6
1367,36-45,,0,1,,5
1370,26-35,,0,2,,4
1373,46-55,Married,0,3,1,4
1374,56-70,Married,0,3,1,7
1375,46-55,Married,0,2,,6
1376,70+,Married,0,2,,3
1377,26-35,,0,1,,5
1378,26-35,,0,4,2,8
1379,36-45,,0,1,,3
1381,70+,Single,0,2,,4
1382,36-45,Married,0,4,2,5
1383,26-35,Married,0,2,,5
1384,56-70,Single,0,1,,3
1385,36-45,Single,0,1,,3
1386,18-25,,0,3,1,5
1387,46-55,,0,1,,1
1388,46-55,Married,0,2,,5
1392,36-45,,0,3,2,5
1393,26-35,Married,1,5+,3+,4
1398,36-45,Single,0,1,,2
1399,70+,Single,0,1,,4
1402,18-25,Single,0,1,,12
1407,36-45,Married,0,2,,11
1408,26-35,Single,0,1,,9
1409,70+,Married,0,2,,1
1410,46-55,,0,3,1,10
1412,46-55,,0,1,,5
1417,46-55,Married,0,2,,5
1422,36-45,,0,1,,6
1424,46-55,Married,0,4,2,5
1425,18-25,,0,1,,4
1427,46-55,,0,1,,3
1431,46-55,Married,0,2,,12
1432,26-35,Single,0,1,,4
1433,56-70,Married,0,2,,4
1440,26-35,,0,2,,5
1441,36-45,,0,3,1,2
1443,56-70,Single,0,1,,10
1444,46-55,Married,0,2,,12
1449,46-55,Single,1,4,2,3
1450,36-45,Single,1,1,,4
1451,36-45,,0,2,,8
1452,70+,Married,0,2,,5
1453,46-55,,0,2,,5
1455,36-45,Married,0,3,1,4
1457,46-55,Single,0,1,,5
1458,46-55,Married,0,3,1,6
1460,46-55,Married,0,2,,12
1461,46-55,Married,0,2,,8
1463,36-45,Married,0,5+,3+,5
1464,18-25,,0,1,,1
1466,46-55,,0,1,,10
1467,36-45,Married,0,2,,5
1469,46-55,,0,2,,12
1471,46-55,,0,1,,5
1472,36-45,Married,0,5+,3+,4
1473,36-45,,0,1,,5
1475,70+,,0,3,2,1
1477,46-55,,0,1,,5
1478,56-70,,0,1,,7
1479,18-25,,0,1,,5
1483,46-55,,0,2,,4
1485,46-55,Married,0,2,,6
1489,46-55,Married,0,2,,3
1490,26-35,Single,0,1,,5
1491,26-35,,0,2,,4
1492,46-55,Married,1,2,,3
1494,46-55,,0,2,,1
1496,26-35,Married,0,2,,1
1500,46-55,,0,2,,9
1502,46-55,,0,1,,4
1504,26-35,Married,0,5+,3+,5
1506,46-55,,0,1,,5
1512,26-35,Married,0,2,,5
1514,36-45,,0,1,,6
1518,36-45,Married,0,3,1,3
1519,26-35,,0,1,,2
1520,26-35,Married,0,3,1,8
1521,46-55,Married,0,2,,7
1523,70+,Married,0,2,,1
1528,46-55,,0,3,1,2
1529,46-55,Married,0,5+,3+,9
1533,18-25,,0,1,,1
1534,36-45,Married,0,3,1,5
1537,18-25,,0,1,,4
1538,36-45,Married,0,5+,3+,8
1544,46-55,,0,1,,4
1545,36-45,,0,2,,8
1546,36-45,Married,0,2,,3
1547,46-55,Married,0,2,,5
1551,46-55,Single,0,1,,5
1552,46-55,Single,0,2,,3
1558,36-45,Married,0,3,1,6
1566,26-35,,0,2,,9
1569,46-55,Single,0,1,,6
1572,36-45,Single,0,1,,3
1573,46-55,Single,0,1,,4
1574,36-45,Married,0,2,,5
1577,36-45,,0,2,,5
1578,46-55,Married,0,3,1,6
1579,46-55,,0,1,,4
1580,26-35,,0,2,,5
1581,26-35,,0,3,1,1
